nombre,url nar,urls bd en nar y redirigida son distintas,url bd en nar,url bd redirigida,status url bd,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi,ultima modificacion de la pagina de la bd,dias transcurridos desde la ultima modificacion de la pagina de la bd
COMBREX,https://www.oxfordjournals.org/nar/database/summary/1405,,http://combrex.bu.edu,,<urlopen error timed out>,Protein sequence databases,General sequence databases,,,,,,,,
Effective,https://www.oxfordjournals.org/nar/database/summary/1409,True,http://www.effectors.org,https://www.effectors.org/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,,,2022-05-23,0
Gene Expression Barcode,https://www.oxfordjournals.org/nar/database/summary/1411,,http://barcode.luhs.org/,,<urlopen error timed out>,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gkt1204,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1204,,
GlycomeDB,https://www.oxfordjournals.org/nar/database/summary/1412,False,http://www.glycome-db.org,http://www.glycome-db.org,200,Structure Databases,Carbohydrates,,,,,,,2017-04-02,1877
Hymenoptera Genome,https://www.oxfordjournals.org/nar/database/summary/1414,True,http://HymenopteraGenome.org,https://hymenoptera.elsiklab.missouri.edu/,200,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,,,
IGDD,https://www.oxfordjournals.org/nar/database/summary/1415,,http://www.igdd.iicb.res.in,,<urlopen error [Errno 113] No route to host>,Human Genes and Diseases,General polymorphism databases,,,,,,,,
IGRhCellID,https://www.oxfordjournals.org/nar/database/summary/1416,False,http://igrcid.ibms.sinica.edu.tw,http://igrcid.ibms.sinica.edu.tw,200,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,,,2010-11-25,4197
Isobase,https://www.oxfordjournals.org/nar/database/summary/1417,,http://isobase.csail.mit.edu,,HTTP Error 308: Permanent Redirect,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,,,
KaPPA-View,https://www.oxfordjournals.org/nar/database/summary/1418,True,http://kpv.kazusa.or.jp/kpv4,http://kpv.kazusa.or.jp/kpv4/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,,,,
Laminin Database,https://www.oxfordjournals.org/nar/database/summary/1419,False,http://www.lm.lncc.br,http://www.lm.lncc.br,200,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gkt901,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt901,,
lncRNAdb,https://www.oxfordjournals.org/nar/database/summary/1420,,http://www.lncrnadb.org,,HTTP Error 500: Internal Server Error,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gku988,http://academic.oup.com/nar/article/43/D1/D168/2439930/lncRNAdb-v20-expanding-the-reference-database-for,,
Leaf Senescence Database,https://www.oxfordjournals.org/nar/database/summary/1421,,http://www.eplantsenescence.org,,<urlopen error [Errno -2] Name or service not known>,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/gkt1061,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1061,,
MicrosporidiaDB,https://www.oxfordjournals.org/nar/database/summary/1422,True,http://microsporidiadb.org,https://microsporidiadb.org/micro/,200,Genomics Databases (non-vertebrate),Unicellular eukaryotes genome databases,,,,,,,2022-05-06,17
miRTarBase,https://www.oxfordjournals.org/nar/database/summary/1423,,http://mirtarbase.mbc.nctu.edu.tw,,<urlopen error [Errno -2] Name or service not known>,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkz896,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz896/5606625,,
OMA,https://www.oxfordjournals.org/nar/database/summary/1426,True,http://www.omabrowser.org,https://omabrowser.org/,200,Protein sequence databases,Protein domain databases; protein classification,,,,,http://dx.doi.org/10.1093/nar/gku1158,http://academic.oup.com/nar/article/43/D1/D240/2438427/The-OMA-orthology-database-in-2015-function,2018-03-15,1530
P2CS,https://www.oxfordjournals.org/nar/database/summary/1427,False,http://www.p2cs.org,http://www.p2cs.org,200,Metabolic and Signaling Pathways,Signalling pathways,,,,,http://dx.doi.org/10.1093/nar/gku968,http://academic.oup.com/nar/article/43/D1/D536/2439529/P2CS-updates-of-the-prokaryotic-twocomponent,,
Pathway Commons,https://www.oxfordjournals.org/nar/database/summary/1428,False,http://www.pathwaycommons.org/pc/,http://www.pathwaycommons.org/pc/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,,,,
PCDB,https://www.oxfordjournals.org/nar/database/summary/1429,False,http://pcdb.unq.edu.ar/,http://pcdb.unq.edu.ar/,200,Structure Databases,Protein structure,,,,,,,2010-06-11,4364
PCDDB,https://www.oxfordjournals.org/nar/database/summary/1430,True,http://pcddb.cryst.bbk.ac.uk,https://pcddb.cryst.bbk.ac.uk/,200,Structure Databases,Protein structure,,,,,,,,
PCRPi-DB,https://www.oxfordjournals.org/nar/database/summary/1431,True,http://www.bioinsilico.org/PCRPIDB,http://www.bioinsilico.org/PCRPIDB/,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,,2010-08-23,4291
PhEVER,https://www.oxfordjournals.org/nar/database/summary/1432,,http://pbil.univ-lyon1.fr/databases/phever/,,HTTP Error 404: Not Found,Genomics Databases (non-vertebrate),Viral genome databases,,,,,,,,
PHOSIDA,https://www.oxfordjournals.org/nar/database/summary/1433,True,http://www.phosida.com,http://141.61.102.18/phosida/index.aspx,200,Protein sequence databases,Protein sequence motifs and active sites,,,,,,,,
PREX,https://www.oxfordjournals.org/nar/database/summary/1435,True,http://csb.wfu.edu/PREX,http://csb.wfu.edu/PREX/,200,Protein sequence databases,Databases of individual protein families,,,,,,,,
PRIDB,https://www.oxfordjournals.org/nar/database/summary/1436,True,http://pridb.gdcb.iastate.edu/,http://pridb.gdcb.iastate.edu/RPISeq/,200,Protein sequence databases,Protein sequence motifs and active sites,,,,,,,2021-03-06,443
PROMISCUOUS,https://www.oxfordjournals.org/nar/database/summary/1437,,http://bioinformatics.charite.de/promiscuous2,,<urlopen error [Errno 111] Connection refused>,Other Molecular Biology Databases,Drugs and drug design,,,,,https://doi.org/10.1093/nar/gkaa1061,https://academic.oup.com/nar/article/49/D1/D1373/5983618,,
ProtCID,https://www.oxfordjournals.org/nar/database/summary/1438,True,http://dunbrack2.fccc.edu/protcid,http://dunbrack2.fccc.edu/protcid/,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,,,
RBPDB,https://www.oxfordjournals.org/nar/database/summary/1440,,https://hugheslab.ccbr.utoronto.ca/databases/rbpdb/,,<urlopen error [SSL: UNSUPPORTED_PROTOCOL] unsupported protocol (_ssl.c:1123)>,Protein sequence databases,Protein domain databases; protein classification,,,,,,,,
REPAIRtoire,https://www.oxfordjournals.org/nar/database/summary/1441,False,http://repairtoire.genesilico.pl,http://repairtoire.genesilico.pl,200,Metabolic and Signaling Pathways,Signalling pathways,,,,,,,,
RepTar,https://www.oxfordjournals.org/nar/database/summary/1442,,http://reptar.ekmd.huji.ac.il/,,<urlopen error timed out>,RNA sequence databases,,,,,,,,,
RiceXPro,https://www.oxfordjournals.org/nar/database/summary/1443,True,http://ricexpro.dna.affrc.go.jp/,https://ricexpro.dna.affrc.go.jp/,200,Plant databases,Rice,,,,,,,,
RIKEN mammals,https://www.oxfordjournals.org/nar/database/summary/1444,,http://metadb.riken.jp/metadb/db/SciNetS_ria254i/,,HTTP Error 404: Not Found,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,,,,
SPIKE,https://www.oxfordjournals.org/nar/database/summary/1446,False,http://www.cs.tau.ac.il/~spike/,http://www.cs.tau.ac.il/~spike/,200,Metabolic and Signaling Pathways,Signalling pathways,,,,,,,2010-08-12,4302
StarBASE,https://www.oxfordjournals.org/nar/database/summary/1447,True,http://starbase.sysu.edu.cn/,https://starbase.sysu.edu.cn/,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkt1248,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1248,,
ThYme,https://www.oxfordjournals.org/nar/database/summary/1449,True,http://www.enzyme.cbirc.iastate.edu,https://www.enzyme.cbirc.iastate.edu/,200,Protein sequence databases,Databases of individual protein families,,,,,,,,
UCSC Cancer Genomics Browser,https://www.oxfordjournals.org/nar/database/summary/1452,False,https://xena.ucsc.edu/welcome-to-ucsc-xena/,https://xena.ucsc.edu/welcome-to-ucsc-xena/,200,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gku1073,http://academic.oup.com/nar/article/43/D1/D812/2437374/The-UCSC-Cancer-Genomics-Browser-update-2015,2021-09-07,258
TTSMI,https://www.oxfordjournals.org/nar/database/summary/1765,False,http://ttsmi.bii.a-star.edu.sg,http://ttsmi.bii.a-star.edu.sg,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gku970,http://academic.oup.com/nar/article/43/D1/D110/2439530/The-TTSMI-database-a-catalog-of-triplex-target-DNA,,
Europe PubMed Central,https://www.oxfordjournals.org/nar/database/summary/1453,False,http://europepmc.org/,http://europepmc.org/,200,Other Molecular Biology Databases,,,,,,http://dx.doi.org/10.1093/nar/gku1061,https://academic.oup.com/nar/article/43/D1/D1042/2437114,,
mESAdb,https://www.oxfordjournals.org/nar/database/summary/1455,False,http://konulab.fen.bilkent.edu.tr/mirna/,http://konulab.fen.bilkent.edu.tr/mirna/,200,RNA sequence databases,,,,,,,,2015-05-29,2551
The Sequence Read Archive (SRA),https://www.oxfordjournals.org/nar/database/summary/1456,,http://www.ncbi.nlm.nih.gov/sra or http://www.ebi.ac.uk/ena or http://trace.ddbj.nig.ac.jp,,URL can't contain control characters. '/sra or http://www.ebi.ac.uk/ena or http://trace.ddbj.nig.ac.jp' (found at least ' '),Nucleotide Sequence Databases,International Nucleotide Sequence Database Collaboration,,,,,http://dx.doi.org/10.1093/nar/GKR854,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr854,,
NCBI BioSample/BioProject,https://www.oxfordjournals.org/nar/database/summary/1457,True,http://www.ncbi.nlm.nih.gov/biosample,https://www.ncbi.nlm.nih.gov/biosample,200,Nucleotide Sequence Databases,International Nucleotide Sequence Database Collaboration,,,,,http://dx.doi.org/10.1093/nar/GKR1163,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1163,,
BioSample,https://www.oxfordjournals.org/nar/database/summary/1458,True,http://www.ebi.ac.uk/biosamples,https://www.ebi.ac.uk/biosamples/,200,Nucleotide Sequence Databases,International Nucleotide Sequence Database Collaboration,,,,,http://dx.doi.org/10.1093/nar/gkt1081,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1081,,
neXtProt,https://www.oxfordjournals.org/nar/database/summary/1459,True,http://www.nextprot.org/,https://www.nextprot.org/,200,Human and other Vertebrate Genomes,Human ORFs,,,,,http://dx.doi.org/10.1093/nar/gkz995,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz995/5625540,,
ScerTF,https://www.oxfordjournals.org/nar/database/summary/1461,False,http://stormo.wustl.edu/ScerTF,http://stormo.wustl.edu/ScerTF,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/GKR1180,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1180,,
YeTFaSCo,https://www.oxfordjournals.org/nar/database/summary/1462,False,http://yetfasco.ccbr.utoronto.ca/,http://yetfasco.ccbr.utoronto.ca/,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/GKR993,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr993,,
doRiNA,https://www.oxfordjournals.org/nar/database/summary/1463,True,http://dorina.mdc-berlin.de,https://dorina.mdc-berlin.de/,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/,,,
miREX,https://www.oxfordjournals.org/nar/database/summary/1464,,http://bioinfo.amu.edu.pl/mirex,,HTTP Error 404: Not Found,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/GKR878,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr878,,
miRNEST,https://www.oxfordjournals.org/nar/database/summary/1465,False,http://mirnest.amu.edu.pl,http://mirnest.amu.edu.pl,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkt1156,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1156,2015-02-25,2644
NAPP,https://www.oxfordjournals.org/nar/database/summary/1466,True,http://rna.igmors.u-psud.fr/NAPP,http://rssf.i2bc.paris-saclay.fr/NAPP/,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/GKR807,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr807,2017-05-24,1825
VIRsiRNAdb,https://www.oxfordjournals.org/nar/database/summary/1467,True,http://crdd.osdd.net/servers/virsirnadb,http://crdd.osdd.net/servers/virsirnadb/,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/GKR1147,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1147,,
CharProtDB,https://www.oxfordjournals.org/nar/database/summary/1468,,http://www.jcvi.org/charprotdb/,,HTTP Error 404: Not Found,Protein sequence databases,General sequence databases,,,,,http://dx.doi.org/10.1093/nar/GKR1133,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1133,,
PhosphoSItePlus,https://www.oxfordjournals.org/nar/database/summary/1469,,http://www.phosphosite.org/,,HTTP Error 403: Forbidden,Protein sequence databases,Protein sequence motifs and active sites,,,,,http://dx.doi.org/10.1093/nar/,,,
MimoDB,https://www.oxfordjournals.org/nar/database/summary/1470,False,http://immunet.cn/mimodb,http://immunet.cn/mimodb,200,Protein sequence databases,Protein sequence motifs and active sites,,,,,http://dx.doi.org/10.1093/nar/GKR922,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr922,,
BYKdb,https://www.oxfordjournals.org/nar/database/summary/1472,True,http://bykdb.ibcp.fr/,https://bykdb.lyon.inserm.fr:443/,200,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/GKR915,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr915,2012-09-28,3524
ConoServer,https://www.oxfordjournals.org/nar/database/summary/1473,False,http://www.conoserver.org/,http://www.conoserver.org/,200,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/GKR886,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr886,,
Death Domain database,https://www.oxfordjournals.org/nar/database/summary/1474,False,http://www.deathdomain.org,http://www.deathdomain.org,200,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/GKR1149,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1149,,
Histome,https://www.oxfordjournals.org/nar/database/summary/1475,,http://www.actrec.gov.in/histome/,,HTTP Error 403: Forbidden,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/GKR1125,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1125,,
TopFIND,https://www.oxfordjournals.org/nar/database/summary/1476,True,http://clipserve.clip.ubc.ca/topfind,https://topfind.clip.msl.ubc.ca/,200,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gku1012,http://academic.oup.com/nar/article/43/D1/D290/2435434/Proteome-TopFIND-30-with-TopFINDer-and-PathFINDer,,
MIPModDB,https://www.oxfordjournals.org/nar/database/summary/1477,True,http://bioinfo.iitk.ac.in/MIPModDB,http://bioinfo.iitk.ac.in/MIPModDB/,200,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/GKR914,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr914,2018-04-12,1502
OPM,https://www.oxfordjournals.org/nar/database/summary/1478,True,http://opm.phar.umich.edu,https://opm.phar.umich.edu/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR703,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr703,2022-03-16,68
Polbase,https://www.oxfordjournals.org/nar/database/summary/1479,,http://polbase.neb.com,,<urlopen error timed out>,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/GKR847,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr847,,
ProGlycProt,https://www.oxfordjournals.org/nar/database/summary/1480,True,http://www.proglycprot.org,https://proglycprot.org/,200,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/GKR911,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr911,,
BitterDB,https://www.oxfordjournals.org/nar/database/summary/1482,,http://bitterdb.agri.huji.ac.il/dbbitter.php,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)>,Structure Databases,Small molecules,,,,,http://dx.doi.org/10.1093/nar/GKR755,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr755,,
Crystallography Open Database,https://www.oxfordjournals.org/nar/database/summary/1483,False,http://www.crystallography.net/,http://www.crystallography.net/,200,Structure Databases,Small molecules,,,,,http://dx.doi.org/10.1093/nar/GKR900,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr900,2016-05-28,2186
SCRIPDB,https://www.oxfordjournals.org/nar/database/summary/1484,True,http://dcv.uhnres.utoronto.ca/SCRIPDB/search,http://dcv.uhnres.utoronto.ca/SCRIPDB/search/,200,Structure Databases,Small molecules,,,,,http://dx.doi.org/10.1093/nar/GKR919,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr919,,
MINAS,https://www.oxfordjournals.org/nar/database/summary/1485,True,http://www.minas.uzh.ch,https://www.minas.uzh.ch/,200,Structure Databases,Nucleic acid structure,,,,,http://dx.doi.org/10.1093/nar/GKR920,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr920,,
RNA CoSSMos,https://www.oxfordjournals.org/nar/database/summary/1486,,http://cossmos.slu.edu,,<urlopen error [Errno -2] Name or service not known>,Structure Databases,Nucleic acid structure,,,,,http://dx.doi.org/10.1093/nar/GKR943,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr943,,
PDBj,https://www.oxfordjournals.org/nar/database/summary/1487,True,http://pdbj.org/,https://pdbj.org/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR811,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr811,,
ApoHoloDB,https://www.oxfordjournals.org/nar/database/summary/1488,False,http://ahdb.ee.ncku.edu.tw/,http://ahdb.ee.ncku.edu.tw/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR940,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr940,2021-08-04,292
CAPS-DB,https://www.oxfordjournals.org/nar/database/summary/1489,True,http://www.bioinsilico.org/CAPSDB,http://www.bioinsilico.org/CAPSDB/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR879,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr879,2011-06-24,3986
ccPDB,https://www.oxfordjournals.org/nar/database/summary/1490,False,http://crdd.osdd.net/raghava/ccpdb/,http://crdd.osdd.net/raghava/ccpdb/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR1150,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1150,,
Cube-DB,https://www.oxfordjournals.org/nar/database/summary/1491,,http://epsf.bmad.bii.a-star.edu.sg/cube/db/html/home.html,,<urlopen error [Errno -2] Name or service not known>,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR1129,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1129,,
DARC,https://www.oxfordjournals.org/nar/database/summary/1492,,http://darcsite.genzentrum.lmu.de/darc/,,<urlopen error [Errno -2] Name or service not known>,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR824,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr824,,
DOMMINO,https://www.oxfordjournals.org/nar/database/summary/1493,,http://orion.rnet.missouri.edu/~nz953/DOMMINO/,,<urlopen error timed out>,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR1128,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1128,,
IDEAL,https://www.oxfordjournals.org/nar/database/summary/1494,True,http://www.ideal.force.cs.is.nagoya-u.ac.jp/IDEAL/,https://www.ideal-db.org/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gkt1010,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1010,,
PoSSuM,https://www.oxfordjournals.org/nar/database/summary/1499,False,http://possum.cbrc.jp/PoSSuM/,http://possum.cbrc.jp/PoSSuM/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gku1144,http://academic.oup.com/nar/article/43/D1/D392/2438399/PoSSuM-v20-data-update-and-a-new-function-for,2022-05-16,7
ProtChemSI,https://www.oxfordjournals.org/nar/database/summary/1500,False,http://pcidb.russelllab.org/,http://pcidb.russelllab.org/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR1049,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1049,,
PSCDB,https://www.oxfordjournals.org/nar/database/summary/1501,False,http://idp1.force.cs.is.nagoya-u.ac.jp/pscdb/,http://idp1.force.cs.is.nagoya-u.ac.jp/pscdb/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/GKR966,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr966,,
MIRIAM Registry,https://www.oxfordjournals.org/nar/database/summary/1502,True,http://www.ebi.ac.uk/miriam/,https://identifiers.org/,200,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,http://dx.doi.org/10.1093/nar/GKR1097,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1097,2020-10-18,582
HFV database,https://www.oxfordjournals.org/nar/database/summary/1503,True,http://hfv.lanl.gov/,https://hfv.lanl.gov/content/index,200,Genomics Databases (non-vertebrate),Viral genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR898,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr898,,
DBETH,https://www.oxfordjournals.org/nar/database/summary/1505,True,http://www.hpppi.iicb.res.in/btox,http://www.hpppi.iicb.res.in/btox/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR942,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr942,2021-04-08,410
ICEberg,https://www.oxfordjournals.org/nar/database/summary/1506,True,http://db-mml.sjtu.edu.cn/ICEberg/,https://bioinfo-mml.sjtu.edu.cn/ICEberg2/index.php,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR846,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr846,,
ProOpDB,https://www.oxfordjournals.org/nar/database/summary/1507,False,http://operons.ibt.unam.mx/OperonPredictor/,http://operons.ibt.unam.mx/OperonPredictor/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR1020,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1020,2022-04-11,42
FungiDB,https://www.oxfordjournals.org/nar/database/summary/1509,True,http://fungidb.org,https://fungidb.org/fungidb/,200,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR918,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr918,2022-05-06,17
PhenoM,https://www.oxfordjournals.org/nar/database/summary/1510,,http://phenom.ccbr.utoronto.ca,,HTTP Error 502: Bad Gateway,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR827,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr827,,
PomBase,https://www.oxfordjournals.org/nar/database/summary/1511,True,http://www.pombase.org/,https://www.pombase.org/,200,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/gku1040,http://academic.oup.com/nar/article/43/D1/D656/2435753/PomBase-2015-updates-to-the-fission-yeast-database,,
Rhea,https://www.oxfordjournals.org/nar/database/summary/1512,True,http://www.ebi.ac.uk/rhea/,https://www.rhea-db.org/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gku961,http://academic.oup.com/nar/article/43/D1/D459/2439526/Updates-in-Rheaa-manually-curated-resource-of,,
UniPathway,https://www.oxfordjournals.org/nar/database/summary/1513,,http://www.unipathway.org/,,<urlopen error [Errno -2] Name or service not known>,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/GKR1023,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1023,,
eQuilibrator,https://www.oxfordjournals.org/nar/database/summary/1514,True,http://equilibrator.weizmann.ac.il,https://equilibrator.weizmann.ac.il/,200,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,http://dx.doi.org/10.1093/nar/GKR874,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr874,,
FunTree,https://www.oxfordjournals.org/nar/database/summary/1515,False,http://www.ebi.ac.uk/thornton-srv/databases/FunTree/,http://www.ebi.ac.uk/thornton-srv/databases/FunTree/,200,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,http://dx.doi.org/10.1093/nar/GKR852,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr852,,
SABIO-RK,https://www.oxfordjournals.org/nar/database/summary/1516,False,http://sabiork.h-its.org/,http://sabiork.h-its.org/,200,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,http://dx.doi.org/10.1093/nar/GKR1046,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1046,,
Selectome,https://www.oxfordjournals.org/nar/database/summary/1517,True,http://bioinfo.unil.ch/selectome/,https://selectome.org/,200,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/gkt1065,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1065,,
iPAVS,https://www.oxfordjournals.org/nar/database/summary/1518,True,http://ipavs.cidms.org/,http://ww1.cidms.org/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/,,,
MMMDB,https://www.oxfordjournals.org/nar/database/summary/1519,,http://mmdb.iab.keio.ac.jp/,,<urlopen error timed out>,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/GKR1170,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1170,,
YMDB,https://www.oxfordjournals.org/nar/database/summary/1520,False,http://www.ymdb.ca,http://www.ymdb.ca,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/GKR916,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr916,,
FunCoup,https://www.oxfordjournals.org/nar/database/summary/1521,True,http://funcoup.sbc.su.se/,https://funcoup5.scilifelab.se/search/,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gkt984,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt984,,
