nombre,url nar,urls db en nar y redirigida son iguales,url db en nar,url db redirigida,codigo status url db,status url db,ultima modificacion de pagina con url db en nar,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi
SubtiWiki,https://www.oxfordjournals.org/nar/database/summary/1563,True,http://subtiwiki.uni-goettingen.de/,http://subtiwiki.uni-goettingen.de/,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkt1002,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1002
Nematodes.org,https://www.oxfordjournals.org/nar/database/summary/1564,True,http://www.nematodes.org/nematodegenomes/index.php/Main_Page,http://www.nematodes.org/nematodegenomes/index.php/Main_Page,500,Internal Server Error,,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR826,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr826
WikiPathways,https://www.oxfordjournals.org/nar/database/summary/1565,False,http://www.wikipathways.org,https://www.wikipathways.org/index.php/WikiPathways,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/GKR1074,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1074
SNPedia,https://www.oxfordjournals.org/nar/database/summary/1566,False,http://www.SNPedia.com,https://www.snpedia.com/,200,OK,16 May 2022,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/GKR798,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr798
European Genome-phenome Archive (EGA),https://www.oxfordjournals.org/nar/database/summary/1568,False,http://www.ebi.ac.uk/ega/,https://ega-archive.org/,200,OK,,Nucleotide Sequence Databases,International Nucleotide Sequence Database Collaboration,,,,,,
Database of Genomic Variants archive (DGVa),https://www.oxfordjournals.org/nar/database/summary/1569,False,http://www.ebi.ac.uk/dgva/,https://www.ebi.ac.uk/dgva/,200,OK,25 Oct 2019,Human Genes and Diseases,General polymorphism databases,,,,,,
ClinVar,https://www.oxfordjournals.org/nar/database/summary/1570,False,http://www.ncbi.nlm.nih.gov/clinvar/,https://www.ncbi.nlm.nih.gov/clinvar/,200,OK,,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/gkt1113,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1113
TFClass,https://www.oxfordjournals.org/nar/database/summary/1571,True,http://tfclass.bioinf.med.uni-goettingen.de/,http://tfclass.bioinf.med.uni-goettingen.de/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,
MonarchBase,https://www.oxfordjournals.org/nar/database/summary/1572,False,http://monarchbase.umassmed.edu,http://monarchbase.umassmed.edu/,200,OK,07 Apr 2015,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1057,http://academic.oup.com/nar/article/41/D1/D758/1053819/MonarchBase-the-monarch-butterfly-genome-database
OrtholugeDB,https://www.oxfordjournals.org/nar/database/summary/1573,False,http://www.pathogenomics.sfu.ca/ortholugedb,https://ortholugedb.ca/,200,OK,,Protein sequence databases,Protein domain databases; protein classification,,,,,http://dx.doi.org/10.1093/nar/gks1241,http://academic.oup.com/nar/article/41/D1/D366/1071202/OrtholugeDB-a-bacterial-and-archaeal-orthology
2P2Idb,https://www.oxfordjournals.org/nar/database/summary/1574,,http://2p2idb.cnrs-mrs.fr/,,"HTTPConnectionPool(host='2p2idb.cnrs-mrs.fr', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5bfcaf0>, 'Connection to 2p2idb.cnrs-mrs.fr timed out. (connect timeout=120)'))","HTTPConnectionPool(host='2p2idb.cnrs-mrs.fr', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5bfcaf0>, 'Connection to 2p2idb.cnrs-mrs.fr timed out. (connect timeout=120)'))",,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gks1002,http://academic.oup.com/nar/article/41/D1/D824/1050567/2P2Idb-a-structural-database-dedicated-to
MetalPDB,https://www.oxfordjournals.org/nar/database/summary/1575,,http://metalweb.cerm.unifi.it/,,"HTTPSConnectionPool(host='metalpdb.cerm.unifi.it', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='metalpdb.cerm.unifi.it', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Structure Databases,Nucleic acid structure,,,,,http://dx.doi.org/10.1093/nar/gks1063,http://academic.oup.com/nar/article/41/D1/D312/1055329/MetalPDB-a-database-of-metal-sites-in-biological
SecReT4,https://www.oxfordjournals.org/nar/database/summary/1576,False,http://db-mml.sjtu.edu.cn/SecReT4,https://bioinfo-mml.sjtu.edu.cn/SecReT4/index.php,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1248,http://academic.oup.com/nar/article/41/D1/D660/1071911/SecReT4-a-webbased-bacterial-type-IV-secretion
RhesusBase,https://www.oxfordjournals.org/nar/database/summary/1577,,http://rhesusbase.cbi.pku.edu.cn/,,"HTTPConnectionPool(host='rhesusbase.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abe6d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='rhesusbase.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abe6d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gks835,http://academic.oup.com/nar/article/41/D1/D892/1073645/RhesusBase-a-knowledgebase-for-the-monkey-research
PlantRNA,https://www.oxfordjournals.org/nar/database/summary/1578,True,http://plantrna.ibmp.cnrs.fr/,http://plantrna.ibmp.cnrs.fr/,200,OK,05 Jan 2022,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gks935,http://academic.oup.com/nar/article/41/D1/D273/1073917/PlantRNA-a-database-for-tRNAs-of-photosynthetic
LncRNADisease,https://www.oxfordjournals.org/nar/database/summary/1579,True,http://www.cuilab.cn/lncrnadisease,http://www.cuilab.cn/lncrnadisease,200,OK,,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/gks1099,http://academic.oup.com/nar/article/41/D1/D983/1057855/LncRNADisease-a-database-for-longnoncoding
LAMP,https://www.oxfordjournals.org/nar/database/summary/1580,False,http://www.llamp.net,https://www.llamp.net/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gks1139,http://academic.oup.com/nar/article/41/D1/D706/1061951/Library-of-Apicomplexan-Metabolic-Pathways-a
GenomeRNAi,https://www.oxfordjournals.org/nar/database/summary/1581,False,http://www.genomernai.org,http://www.genomernai.org/,200,OK,,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gks1170,http://academic.oup.com/nar/article/41/D1/D1021/1066506/GenomeRNAi-a-database-for-cellbased-and-in-vivo
STIFDB2,https://www.oxfordjournals.org/nar/database/summary/1582,False,http://caps.ncbs.res.in/stifdb2,http://caps.ncbs.res.in/stifdb2/,200,OK,16 Jan 2014,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,
3DSwap: Database of Proteins involved in 3D domain Swapping,https://www.oxfordjournals.org/nar/database/summary/1583,False,http://caps.ncbs.res.in/3DSwap,http://caps.ncbs.res.in/3dswap/,200,OK,26 Jun 2011,Protein sequence databases,Protein domain databases; protein classification,,,,,http://dx.doi.org/10.1093/database/bar042,https://academic.oup.com/database/article-lookup/doi/10.1093/database/bar042
Dfam,https://www.oxfordjournals.org/nar/database/summary/1585,False,http://dfam.org/,https://www.dfam.org/,200,OK,12 Apr 2022,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gks1265,http://academic.oup.com/nar/article/41/D1/D70/1073076/Dfam-a-database-of-repetitive-DNA-based-on-profile
SINEBase,https://www.oxfordjournals.org/nar/database/summary/1586,False,http://sines.eimb.ru,https://sines.eimb.ru/,200,OK,06 Jul 2016,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gks1263,http://academic.oup.com/nar/article/41/D1/D83/1072610/SINEBase-a-database-and-tool-for-SINE-analysis
UCNEbase,https://www.oxfordjournals.org/nar/database/summary/1587,,http://ccg.vital-it.ch/UCNEbase/,,"HTTPSConnectionPool(host='ccg.epfl.ch', port=443): Max retries exceeded with url: //UCNEbase/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='ccg.epfl.ch', port=443): Max retries exceeded with url: //UCNEbase/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gks1092,http://academic.oup.com/nar/article/41/D1/D101/1057253/UCNEbasea-database-of-ultraconserved-noncoding
APPRIS,https://www.oxfordjournals.org/nar/database/summary/1588,False,http://appris.bioinfo.cnio.es/,https://appris.bioinfo.cnio.es/,200,OK,01 Jun 2021,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gks1058,http://academic.oup.com/nar/article/41/D1/D110/1054030/APPRIS-annotation-of-principal-and-alternative
ChiTaRS,https://www.oxfordjournals.org/nar/database/summary/1589,False,http://chitars.bioinfo.cnio.es/,https://chitars.bioinfo.cnio.es/,200,OK,16 Oct 2014,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/,
HEXEvent,https://www.oxfordjournals.org/nar/database/summary/1591,True,http://hertellab.mmg.uci.edu/cgi-bin/HEXEvent/HEXEventWEB.cgi,http://hertellab.mmg.uci.edu/cgi-bin/HEXEvent/HEXEventWEB.cgi,200,OK,,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gks969,http://academic.oup.com/nar/article/41/D1/D118/1074951/HEXEvent-a-database-of-Human-EXon-splicing-Events
SpliceAid-F,https://www.oxfordjournals.org/nar/database/summary/1592,True,http://193.206.120.249/splicing_tissue.html,http://193.206.120.249/splicing_tissue.html,200,OK,29 Apr 2014,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gks997,http://academic.oup.com/nar/article/41/D1/D125/1075782/SpliceAidF-a-database-of-human-splicing-factors
Spliceosome Database,https://www.oxfordjournals.org/nar/database/summary/1593,False,http://spliceosomedb.ucsc.edu,http://spliceosomedb.ucsc.edu/,200,OK,,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gks999,http://academic.oup.com/nar/article/41/D1/D132/1075957/Spliceosome-Database-a-tool-for-tracking
ChIPBase,https://www.oxfordjournals.org/nar/database/summary/1594,False,http://rna.sysu.edu.cn/chipbase/,https://rna.sysu.edu.cn/chipbase/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gks1060,http://academic.oup.com/nar/article/41/D1/D177/1054545/ChIPBase-a-database-for-decoding-the
Factorbook,https://www.oxfordjournals.org/nar/database/summary/1595,True,http://www.factorbook.org/,http://www.factorbook.org/,200,OK,17 Feb 2022,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gks1221,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gks1221
HOCOMOCO,https://www.oxfordjournals.org/nar/database/summary/1596,False,"http://autosome.ru/HOCOMOCO, http://cbrc.kaust.edu.sa/hocomoco/","https://autosome.org/HOCOMOCO,%20http://cbrc.kaust.edu.sa/hocomoco/",404,Not Found,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gks1089,http://academic.oup.com/nar/article/41/D1/D195/1056610/HOCOMOCO-a-comprehensive-collection-of-human
BSRD,https://www.oxfordjournals.org/nar/database/summary/1597,False,http://kwanlab.bio.cuhk.edu.hk/BSRD,http://kwanlab.bio.cuhk.edu.hk/BSRD/,200,OK,11 Aug 2020,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gks1264,http://academic.oup.com/nar/article/41/D1/D233/1072873/BSRD-a-repository-for-bacterial-small-regulatory
DIANA-LncBase,https://www.oxfordjournals.org/nar/database/summary/1598,False,http://www.microrna.gr/LncBase,http://www.microrna.gr/LncBase/,200,OK,11 Oct 2019,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkz1036,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz1036/5626521
LNCipedia,https://www.oxfordjournals.org/nar/database/summary/1599,False,http://www.lncipedia.org,https://lncipedia.org/,200,OK,,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gku1060,http://academic.oup.com/nar/article/43/D1/D174/2437059/An-update-on-LNCipedia-a-database-for-annotated
SomamiR,https://www.oxfordjournals.org/nar/database/summary/1600,False,http://compbio.uthsc.edu/SomamiR/,https://compbio.uthsc.edu/SomamiR/,200,OK,01 Sep 2015,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gks1138,http://academic.oup.com/nar/article/41/D1/D977/1061537/SomamiR-a-database-for-somatic-mutations-impacting
YM500,https://www.oxfordjournals.org/nar/database/summary/1601,True,http://ngs.ym.edu.tw/ym500/,http://ngs.ym.edu.tw/ym500/,200,OK,14 Sep 2016,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gku1156,http://academic.oup.com/nar/article/43/D1/D862/2438425/YM500v2-a-small-RNA-sequencing-smRNAseq-database
eProS,https://www.oxfordjournals.org/nar/database/summary/1602,False,http://bioservices.hs-mittweida.de/Epros/,https://biosciences.hs-mittweida.de/Epros/,404,Not Found,,Protein sequence databases,Protein properties,,,,,http://dx.doi.org/10.1093/nar/gks1079,http://academic.oup.com/nar/article/41/D1/D320/1056051/eProSa-database-and-toolbox-for-investigating
SwissSidechain,https://www.oxfordjournals.org/nar/database/summary/1603,False,http://www.swisssidechain.ch,https://www.swisssidechain.ch/,200,OK,,Protein sequence databases,Protein properties,,,,,http://dx.doi.org/10.1093/nar/gks991,http://academic.oup.com/nar/article/41/D1/D327/1075355/SwissSidechain-a-molecular-and-structural-database
TOPPR,https://www.oxfordjournals.org/nar/database/summary/1604,False,http://iomics.ugent.be/toppr/,https://iomics.ugent.be/toppr/,404,Not Found,,Protein sequence databases,Protein properties,,,,,http://dx.doi.org/10.1093/nar/gks998,http://academic.oup.com/nar/article/41/D1/D333/1075891/The-Online-Protein-Processing-Resource-TOPPR-a
ValidNESs,https://www.oxfordjournals.org/nar/database/summary/1605,,http://validness.ym.edu.tw/,,"HTTPConnectionPool(host='validness.ym.edu.tw', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30028>, 'Connection to validness.ym.edu.tw timed out. (connect timeout=120)'))","HTTPConnectionPool(host='validness.ym.edu.tw', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30028>, 'Connection to validness.ym.edu.tw timed out. (connect timeout=120)'))",,Protein sequence databases,Protein localization and targeting,,,,,http://dx.doi.org/10.1093/nar/gks936,http://academic.oup.com/nar/article/41/D1/D338/1074076/ValidNESs-a-database-of-validated-leucinerich
Cyanolyase,https://www.oxfordjournals.org/nar/database/summary/1606,False,http://cyanolyase.genouest.org,http://cyanolyase.genouest.org/,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gks1091,http://academic.oup.com/nar/article/41/D1/D396/1057071/CyanoLyase-a-database-of-phycobilin-lyase
DoBISCUIT,https://www.oxfordjournals.org/nar/database/summary/1607,False,http://www.bio.nite.go.jp/pks/,https://www.nite.go.jp/nbrc/information/20190325.html,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gks1177,http://academic.oup.com/nar/article/41/D1/D408/1067199/DoBISCUIT-a-database-of-secondary-metabolite
EENdb,https://www.oxfordjournals.org/nar/database/summary/1608,,http://eendb.cbi.pku.edu.cn/,,"HTTPConnectionPool(host='eendb.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5ae8ad8>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='eendb.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5ae8ad8>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gks1144,http://academic.oup.com/nar/article/41/D1/D415/1062438/EENdb-a-database-and-knowledge-base-of-ZFNs-and
KIDFamMap,https://www.oxfordjournals.org/nar/database/summary/1609,True,http://gemdock.life.nctu.edu.tw/KIDFamMap/,http://gemdock.life.nctu.edu.tw/KIDFamMap/,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gks1218,http://academic.oup.com/nar/article/41/D1/D430/1069177/KIDFamMap-a-database-of-kinaseinhibitordisease
UUCD,https://www.oxfordjournals.org/nar/database/summary/1610,True,http://uucd.biocuckoo.org/,http://uucd.biocuckoo.org/,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gks1103,http://academic.oup.com/nar/article/41/D1/D445/1058432/UUCD-a-familybased-database-of-ubiquitin-and
Glycan Fragment DB,https://www.oxfordjournals.org/nar/database/summary/1611,True,http://www.glycanstructure.org/fragment-db,http://www.glycanstructure.org/fragment-db,200,OK,,Structure Databases,Carbohydrates,,,,,http://dx.doi.org/10.1093/nar/gks987,http://academic.oup.com/nar/article/41/D1/D470/1075092/Glycan-fragment-database-a-database-of-PDBbased
D2P2,https://www.oxfordjournals.org/nar/database/summary/1613,False,http://d2p2.pro,https://d2p2.pro/,200,OK,,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gks1226,http://academic.oup.com/nar/article/41/D1/D508/1069637/D2P2-database-of-disordered-protein-predictions
SIFTS,https://www.oxfordjournals.org/nar/database/summary/1615,False,http://www.ebi.ac.uk/pdbe/docs/sifts/,https://www.ebi.ac.uk/pdbe/docs/sifts/,200,OK,18 Mar 2019,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gks1258,http://academic.oup.com/nar/article/41/D1/D483/1072377/SIFTS-Structure-Integration-with-Function-Taxonomy
dcGO,https://www.oxfordjournals.org/nar/database/summary/1616,False,http://supfam.org/SUPERFAMILY/dcGO,https://supfam.org/SUPERFAMILY/dcGO/,200,OK,,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,http://dx.doi.org/10.1093/nar/gks1080,http://academic.oup.com/nar/article/41/D1/D536/1056150/dcGO-database-of-domaincentric-ontologies-on
HBVdb,https://www.oxfordjournals.org/nar/database/summary/1618,False,http://hbvdb.ibcp.fr,https://hbvdb.lyon.inserm.fr:443/,200,OK,28 Sep 2012,Genomics Databases (non-vertebrate),Viral genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1022,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gks1022
Papillomavirus Episteme,https://www.oxfordjournals.org/nar/database/summary/1619,False,http://PaVE.niaid.nih.gov,https://pave.niaid.nih.gov/,200,OK,,Genomics Databases (non-vertebrate),Viral genome databases,,,,,http://dx.doi.org/10.1093/nar/gks984,http://academic.oup.com/nar/article/41/D1/D571/1075043/The-Papillomavirus-Episteme-a-central-resource-for
meta.MicrobesOnline,https://www.oxfordjournals.org/nar/database/summary/1620,True,http://meta.microbesonline.org/,http://meta.microbesonline.org/,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1202,http://academic.oup.com/nar/article/41/D1/D648/1068796/metaMicrobesOnline-phylogenomic-analysis-of
PR2,https://www.oxfordjournals.org/nar/database/summary/1622,False,http://SSU-rRNA.org,http://ssu-rrna.org/,200,OK,,Genomics Databases (non-vertebrate),Unicellular eukaryotes genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1160,http://academic.oup.com/nar/article/41/D1/D597/1064851/The-Protist-Ribosomal-Reference-database-PR2-a
NetwoRx,https://www.oxfordjournals.org/nar/database/summary/1623,True,http://ophid.utoronto.ca/networx/,http://ophid.utoronto.ca/networx/,200,OK,,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1106,http://academic.oup.com/nar/article/41/D1/D720/1058866/NetwoRx-connecting-drugs-to-networks-and
WDDD - Worm Developmental Dynamics Database,https://www.oxfordjournals.org/nar/database/summary/1624,True,http://so.qbic.riken.jp/wddd/,http://so.qbic.riken.jp/wddd/,200,OK,30 Nov 2012,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1107,http://academic.oup.com/nar/article/41/D1/D732/1059026/WDDD-Worm-Developmental-Dynamics-Database
WormQTL,https://www.oxfordjournals.org/nar/database/summary/1625,False,http://www.wormqtl.org,https://www.wormqtl.org/xqtl_panacea/,200,Ok,02 Oct 2012,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1124,http://academic.oup.com/nar/article/41/D1/D738/1061121/WormQTLpublic-archive-and-analysis-web-portal-for
EBI Enzyme Portal,https://www.oxfordjournals.org/nar/database/summary/1626,False,http://www.ebi.ac.uk/enzymeportal,https://www.ebi.ac.uk/enzymeportal/,200,,,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,http://dx.doi.org/10.1093/nar/gks1112,http://academic.oup.com/nar/article/41/D1/D773/1059671/The-EBI-enzyme-portal
ClusterMine360,https://www.oxfordjournals.org/nar/database/summary/1627,,http://www.sigma54.ca/microbialclusters/,,"HTTPConnectionPool(host='www.sigma54.ca', port=80): Max retries exceeded with url: /microbialclusters/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5ae8820>, 'Connection to www.sigma54.ca timed out. (connect timeout=120)'))","HTTPConnectionPool(host='www.sigma54.ca', port=80): Max retries exceeded with url: /microbialclusters/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5ae8820>, 'Connection to www.sigma54.ca timed out. (connect timeout=120)'))",,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gks993,http://academic.oup.com/nar/article/41/D1/D402/1075632/ClusterMine360-a-database-of-microbial-PKSNRPS
ECMDB,https://www.oxfordjournals.org/nar/database/summary/1628,False,http://www.ecmdb.ca,https://ecmdb.ca/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gks992,http://academic.oup.com/nar/article/41/D1/D625/1075499/ECMDB-The-E-coli-Metabolome-Database
MetaboLights,https://www.oxfordjournals.org/nar/database/summary/1629,False,http://www.ebi.ac.uk/metabolights,https://www.ebi.ac.uk/metabolights/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gks1004,http://academic.oup.com/nar/article/41/D1/D781/1050654/MetaboLightsan-openaccess-generalpurpose
RNApathwaysDB,https://www.oxfordjournals.org/nar/database/summary/1630,True,http://rnb.genesilico.pl/,http://rnb.genesilico.pl/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gks1052,http://academic.oup.com/nar/article/41/D1/D268/1053320/RNApathwaysDBa-database-of-RNA-maturation-and
WholeCellKB - Model Organism Databases for Comprehensive Whole-Cell Models,https://www.oxfordjournals.org/nar/database/summary/1631,False,http://wholecellkb.stanford.edu,http://wholecellkb.stanford.edu/,200,OK,12 Apr 2022,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gks1108,http://academic.oup.com/nar/article/41/D1/D787/1059187/WholeCellKB-model-organism-databases-for
prePPI,https://www.oxfordjournals.org/nar/database/summary/1632,,http://bhapp.c2b2.columbia.edu/PrePPI,,"HTTPSConnectionPool(host='bhapp.c2b2.columbia.edu', port=443): Max retries exceeded with url: /PrePPI (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='bhapp.c2b2.columbia.edu', port=443): Max retries exceeded with url: /PrePPI (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gks1231,http://academic.oup.com/nar/article/41/D1/D828/1070064/PrePPI-a-structureinformed-database-of
PTMcode,https://www.oxfordjournals.org/nar/database/summary/1633,False,http://ptmcode.embl.de,https://ptmcode.embl.de/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gks1230,http://academic.oup.com/nar/article/41/D1/D306/1069950/PTMcode-a-database-of-known-and-predicted
SynSysNet,https://www.oxfordjournals.org/nar/database/summary/1634,False,http://bioinformatics.charite.de/synsysnet,https://bioinformatics.charite.de/synsysnet/,200,OK,11 Jul 2016,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gks1040,http://academic.oup.com/nar/article/41/D1/D834/1052218/SynSysNet-integration-of-experimental-data-on
TissueNet,https://www.oxfordjournals.org/nar/database/summary/1635,,http://netbio.bgu.ac.il/tissuenet/,,"HTTPConnectionPool(host='netbio.bgu.ac.il', port=80): Max retries exceeded with url: /tissuenet/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b1c8f8>, 'Connection to netbio.bgu.ac.il timed out. (connect timeout=120)'))","HTTPConnectionPool(host='netbio.bgu.ac.il', port=80): Max retries exceeded with url: /tissuenet/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b1c8f8>, 'Connection to netbio.bgu.ac.il timed out. (connect timeout=120)'))",,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gks1198,http://academic.oup.com/nar/article/41/D1/D841/1068370/The-TissueNet-database-of-human-tissue
Quorumpeps,https://www.oxfordjournals.org/nar/database/summary/1636,False,http://quorumpeps.ugent.be,https://quorumpeps.ugent.be/,200,OK,24 Aug 2021,Metabolic and Signaling Pathways,Signalling pathways,,,,,http://dx.doi.org/10.1093/nar/gks1137,http://academic.oup.com/nar/article/41/D1/D655/1061325/Quorumpeps-database-chemical-space-microbial
