nombre,url nar,urls db en nar y redirigida son iguales,url db en nar,url db redirigida,codigo status url db,status url db,ultima modificacion de pagina con url db en nar,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi,
CEGA,https://www.oxfordjournals.org/nar/database/summary/1834,False,http://cega.ezlab.org/,https://cega.ezlab.org/,502,Bad Gateway,,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gkv1163,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1163,
JuncDB,https://www.oxfordjournals.org/nar/database/summary/1835,,http://juncdb.carmelab.huji.ac.il/,,"HTTPConnectionPool(host='juncdb.carmelab.huji.ac.il', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5ae8d00>, 'Connection to juncdb.carmelab.huji.ac.il timed out. (connect timeout=120)'))","HTTPConnectionPool(host='juncdb.carmelab.huji.ac.il', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5ae8d00>, 'Connection to juncdb.carmelab.huji.ac.il timed out. (connect timeout=120)'))",,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gkv1142,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1142,
RBP-Var,https://www.oxfordjournals.org/nar/database/summary/1836,True,http://www.rbp-var.biols.ac.cn/,http://www.rbp-var.biols.ac.cn/,200,OK,,Protein sequence databases,Protein domain databases, protein classification,,,,,http://dx.doi.org/10.1093/nar/gkv1308,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1308
dbSUPER,https://www.oxfordjournals.org/nar/database/summary/1837,True,http://asntech.org/dbsuper/,http://asntech.org/dbsuper/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkv1002,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1002,
SEA,https://www.oxfordjournals.org/nar/database/summary/1838,False,http://sea.edbc.org,http://sea.edbc.org/,200,OK,14 Sep 2020,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkv1243,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1243,
DASHR,https://www.oxfordjournals.org/nar/database/summary/1840,False,http://lisanwanglab.org/DASHR,https://dashr1.lisanwanglab.org,200,OK,,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkv1188,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1188,
piRNAclusterDB,https://www.oxfordjournals.org/nar/database/summary/1841,True,http://www.smallrnagroup-mainz.de/piRNAclusterDB.html,http://www.smallrnagroup-mainz.de/piRNAclusterDB.html,200,OK,,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkv1265,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1265,
RPFdb,https://www.oxfordjournals.org/nar/database/summary/1842,True,http://sysbio.sysu.edu.cn/rpfdb/,http://sysbio.sysu.edu.cn/rpfdb/,200,OK,05 Jul 2019,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkv972,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv972,
InterRNA,https://www.oxfordjournals.org/nar/database/summary/1844,False,http://mfrlab.org/interrna/,http://211.25.251.163/interrna/,200,OK,,Structure Databases,Nucleic acid structure,,,,,http://dx.doi.org/10.1093/nar/gkv1186,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1186,
BIGNASim,https://www.oxfordjournals.org/nar/database/summary/1845,False,http://mmb.irbbarcelona.org/ParmBSC1,http://mmb.irbbarcelona.org/ParmBSC1/,200,OK,,Structure Databases,Nucleic acid structure,,,,,http://dx.doi.org/10.1093/nar/gkv1301,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1301,
NBDB,https://www.oxfordjournals.org/nar/database/summary/1846,False,http://nbdb.bii.a-star.edu.sg,http://nbdb.bii.a-star.edu.sg/,200,OK,,Protein sequence databases,Protein sequence motifs and active sites,,,,,http://dx.doi.org/10.1093/nar/gkv1124,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1124,
UET,https://www.oxfordjournals.org/nar/database/summary/1847,True,http://mammoth.bcm.tmc.edu/uet/,http://mammoth.bcm.tmc.edu/uet/,200,OK,13 Apr 2016,,,,,,,http://dx.doi.org/10.1093/nar/gkv1279,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1279,
sORFs,https://www.oxfordjournals.org/nar/database/summary/1848,False,http://www.sorfs.org,http://www.sorfs.org/,200,OK,,Protein sequence databases,Protein domain databases, protein classification,,,,,http://dx.doi.org/10.1093/nar/gkv1175,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1175
KLIFs,https://www.oxfordjournals.org/nar/database/summary/1849,False,http://klifs.vu-compmedchem.nl,https://klifs.net/,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,https://doi.org/10.1093/nar/gkaa895,https://academic.oup.com/nar/article/49/D1/D562/5934416,
iGNM,https://www.oxfordjournals.org/nar/database/summary/1850,True,http://gnmdb.csb.pitt.edu/,http://gnmdb.csb.pitt.edu/,200,OK,,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gkv1236,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1236,
PDBflex,https://www.oxfordjournals.org/nar/database/summary/1851,False,http://pdbflex.org,https://pdbflex.org,200,OK,,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gkv1316,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1316,
Start2Fold,https://www.oxfordjournals.org/nar/database/summary/1852,False,http://start2fold.eu,https://www.bio2byte.be/start2fold/,200,OK,,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gkv1185,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1185,
Metabolomics Workbench,https://www.oxfordjournals.org/nar/database/summary/1853,False,http://www.metabolomicsworkbench.org/,https://www.metabolomicsworkbench.org/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkv1042,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1042,
BiGG Models,https://www.oxfordjournals.org/nar/database/summary/1854,False,http://bigg.ucsd.edu,http://bigg.ucsd.edu/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkv1049,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1049,
MNXref/MetaNetX,https://www.oxfordjournals.org/nar/database/summary/1855,False,http://www.metanetx.org,https://www.metanetx.org/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,https://doi.org/10.1093/nar/gkaa992,https://academic.oup.com/nar/article/49/D1/D570/5958493,
SIGNOR,https://www.oxfordjournals.org/nar/database/summary/1857,False,http://signor.uniroma2.it/,https://signor.uniroma2.it/,200,OK,,Metabolic and Signaling Pathways,Signalling pathways,,,,,http://dx.doi.org/10.1093/nar/gkv1048,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1048,
MERAV,https://www.oxfordjournals.org/nar/database/summary/1858,False,http://merav.wi.mit.edu,http://merav.wi.mit.edu/,200,OK,23 Mar 2016,,,,,,,http://dx.doi.org/10.1093/nar/gkv1337,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1337,
WeGET,https://www.oxfordjournals.org/nar/database/summary/1859,False,http://coexpression.cmbi.umcn.nl/,https://coexpression.cmbi.umcn.nl/,200,OK,,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gkv1228,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1228,
MG-RAST,https://www.oxfordjournals.org/nar/database/summary/1860,False,http://www.nmpdr.org/FIG/wiki/view.cgi/FIG/MetagenomicsRapidAnnotationServer,https://www.patricbrc.org/,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1322,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1322,
HPMCD,https://www.oxfordjournals.org/nar/database/summary/1861,,http://www.hpmcd.org/,,"HTTPConnectionPool(host='www.hpmcd.org', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30148>, 'Connection to www.hpmcd.org timed out. (connect timeout=120)'))","HTTPConnectionPool(host='www.hpmcd.org', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30148>, 'Connection to www.hpmcd.org timed out. (connect timeout=120)'))",,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1216,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1216,
DESM,https://www.oxfordjournals.org/nar/database/summary/1863,False,http://www.cbrc.kaust.edu.sa/desm,https://cemse.kaust.edu.sa/cbrc,200,OK,16 May 2022,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1147,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1147,
SigMol,https://www.oxfordjournals.org/nar/database/summary/1864,,http://bioinfo.imtech.res.in/manojk/sigmol,,"HTTPSConnectionPool(host='bioinfo.imtech.res.in', port=443): Max retries exceeded with url: /manojk/sigmol (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='bioinfo.imtech.res.in', port=443): Max retries exceeded with url: /manojk/sigmol (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Metabolic and Signaling Pathways,Signalling pathways,,,,,http://dx.doi.org/10.1093/nar/gkv1076,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1076,
CauloBrowser,https://www.oxfordjournals.org/nar/database/summary/1865,True,http://web.stanford.edu/group/golden_gate_clon/cgi-bin/index/index.py,http://web.stanford.edu/group/golden_gate_clon/cgi-bin/index/index.py,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1050,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1050,
EK3D,https://www.oxfordjournals.org/nar/database/summary/1866,False,http://www.iith.ac.in/EK3D/,https://www.iith.ac.in/EK3D/,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1313,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1313,
BacWGSTdb,https://www.oxfordjournals.org/nar/database/summary/1867,True,http://bacdb.org/BacWGSTdb/,http://bacdb.org/BacWGSTdb/,200,OK,01 Dec 2020,Genomics Databases (non-vertebrate),Taxonomy and identification,,,,,http://dx.doi.org/10.1093/nar/gkaa821,https://academic.oup.com/nar/article/49/D1/D644/5917663,
PhytoPath,https://www.oxfordjournals.org/nar/database/summary/1868,True,http://www.phytopathdb.org/,http://www.phytopathdb.org/,200,OK,13 Oct 2020,Genomics Databases (non-vertebrate),General genomics databases,,,,,http://dx.doi.org/10.1093/nar/gkv1052,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1052,
ENCODE DCC,https://www.oxfordjournals.org/nar/database/summary/1869,False,http://www.encodeproject.org,https://www.encodeproject.org/,200,OK,,Human and other Vertebrate Genomes,"Human genome databases, maps and viewers",,,,,http://dx.doi.org/10.1093/nar/gkv1160,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1160,
dbMAE,https://www.oxfordjournals.org/nar/database/summary/1870,False,http://mae.hms.harvard.edu,https://mae.hms.harvard.edu/,200,OK,,Human Genes and Diseases,General human genetics databases,,,,,http://dx.doi.org/10.1093/nar/gkv1106,https://academic.oup.com/nar/article/44/D1/D753/2502615,
hPSCreg,https://www.oxfordjournals.org/nar/database/summary/1871,False,http://hpscreg.eu,https://hpscreg.eu/,200,OK,,Cell biology,,,,,,http://dx.doi.org/10.1093/nar/gkv963,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv963,
Digital Development Database,https://www.oxfordjournals.org/nar/database/summary/1873,False,http://cell-lineage.org,http://digital-development.org,200,OK,29 Sep 2015,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1119,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1119,
InsectBase,https://www.oxfordjournals.org/nar/database/summary/1874,True,http://www.insect-genome.com/,http://www.insect-genome.com/,200,OK,,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1204,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1204,
ANISEED,https://www.oxfordjournals.org/nar/database/summary/1875,False,http://www.aniseed.cnrs.fr,http://www.aniseed.cnrs.fr/,200,OK,,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv966,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv966,
CRISPRz,https://www.oxfordjournals.org/nar/database/summary/1876,False,http://research.nhgri.nih.gov/crisprz,https://research.nhgri.nih.gov/crisprz/,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkv998,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv998,
MouseNet,https://www.oxfordjournals.org/nar/database/summary/1877,True,http://www.inetbio.org/mousenet/,http://www.inetbio.org/mousenet/,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkv1155,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1155,
DMDD,https://www.oxfordjournals.org/nar/database/summary/1878,,http://dmdd.org.uk,,"HTTPConnectionPool(host='dmdd.org.uk', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5acd400>, 'Connection to dmdd.org.uk timed out. (connect timeout=120)'))","HTTPConnectionPool(host='dmdd.org.uk', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5acd400>, 'Connection to dmdd.org.uk timed out. (connect timeout=120)'))",,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkv1138,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1138,
AgingChart,https://www.oxfordjournals.org/nar/database/summary/1879,False,http://www.AgingChart.org,https://pandaomics.ru/,403,Forbidden,,Metabolic and Signaling Pathways,Signalling pathways,,,,,http://dx.doi.org/10.1093/nar/gkv1287,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1287,
DIDA,https://www.oxfordjournals.org/nar/database/summary/1880,False,http://dida.ibsquare.be,http://dida.ibsquare.be/,200,OK,,Human Genes and Diseases,General human genetics databases,,,,,http://dx.doi.org/10.1093/nar/gkv1068,https://academic.oup.com/nar/article/44/D1/D900/2502599,
SBR-Blood,https://www.oxfordjournals.org/nar/database/summary/1882,False,http://sbrblood.nhgri.nih.gov,https://sbrblood.nhgri.nih.gov/,200,OK,21 Sep 2015,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gkv1263,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1263,
Cancer RNA-Seq Nexus,https://www.oxfordjournals.org/nar/database/summary/1883,,http://syslab4.nchu.edu.tw/CRN,,"HTTPConnectionPool(host='syslab4.nchu.edu.tw', port=80): Max retries exceeded with url: /CRN (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5abee98>, 'Connection to syslab4.nchu.edu.tw timed out. (connect timeout=120)'))","HTTPConnectionPool(host='syslab4.nchu.edu.tw', port=80): Max retries exceeded with url: /CRN (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5abee98>, 'Connection to syslab4.nchu.edu.tw timed out. (connect timeout=120)'))",,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1282,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1282,
BreCAN-DB,https://www.oxfordjournals.org/nar/database/summary/1884,False,http://14.139.32.56/,https://brecandb.igib.res.in,200,OK,09 Jan 2000,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1264,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1264,
ccmGDB,https://www.oxfordjournals.org/nar/database/summary/1885,True,https://bioinfo.uth.edu/ccmGDB/,https://bioinfo.uth.edu/ccmGDB/,200,OK,23 Jan 2017,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1128,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1128,
Colorectal Cancer Atlas,https://www.oxfordjournals.org/nar/database/summary/1886,False,http://www.colonatlas.org,http://ww1.colonatlas.org/?subid1=6b603250-d520-11ec-8ad9-8708729e1334,200,OK,,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1097,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1097,
lnc2cancer,https://www.oxfordjournals.org/nar/database/summary/1887,False,http://www.bio-bigdata.net/lnc2cancer.,http://www.bio-bigdata.net/lnc2cancer/,200,OK,25 Nov 2020,Human Genes and Diseases,Cancer gene databases,,,,,https://doi.org/10.1093/nar/gkaa1006,https://academic.oup.com/nar/article/49/D1/D1251/5997434,
MutationAligner,https://www.oxfordjournals.org/nar/database/summary/1888,False,http://www.mutationaligner.org,http://www.mutationaligner.org/,200,OK,,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1132,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1132,
OpenTein,https://www.oxfordjournals.org/nar/database/summary/1889,False,http://opentein.hgc.jp/,https://opentein.hgc.jp/,200,OK,,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1096,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1096,
SynLethDB,https://www.oxfordjournals.org/nar/database/summary/1890,,http://histone.sce.ntu.edu.sg/SynLethDB/,,"HTTPConnectionPool(host='histone.sce.ntu.edu.sg', port=80): Max retries exceeded with url: /SynLethDB/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abe118>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='histone.sce.ntu.edu.sg', port=80): Max retries exceeded with url: /SynLethDB/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abe118>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1108,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1108,
PCOSKB,https://www.oxfordjournals.org/nar/database/summary/1892,True,http://www.campsign.bicnirrh.res.in/,http://www.campsign.bicnirrh.res.in/,200,OK,,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/gkv1146,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1146,
DGIdb,https://www.oxfordjournals.org/nar/database/summary/1893,False,http://dgidb.genome.wustl.edu,https://dgidb.genome.wustl.edu/,200,OK,,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1165,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1165,
SIDER,https://www.oxfordjournals.org/nar/database/summary/1894,True,http://sideeffects.embl.de/,http://sideeffects.embl.de/,200,OK,17 May 2016,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1075,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1075,
WITHDRAWN,https://www.oxfordjournals.org/nar/database/summary/1895,,http://cheminfo.charite.de/withdrawn,,"HTTPConnectionPool(host='cheminfo.charite.de', port=80): Max retries exceeded with url: /withdrawn (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abef10>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='cheminfo.charite.de', port=80): Max retries exceeded with url: /withdrawn (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abef10>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1192,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1192,
CPPsite,https://www.oxfordjournals.org/nar/database/summary/1896,True,http://crdd.osdd.net/raghava/cppsite/,http://crdd.osdd.net/raghava/cppsite/,200,OK,,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1266,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1266,
DBAASP,https://www.oxfordjournals.org/nar/database/summary/1897,False,http://dbaasp.org,https://dbaasp.org/,200,,,Other Molecular Biology Databases,Drugs and drug design,,,,,https://doi.org/10.1093/nar/gkaa991,https://academic.oup.com/nar/article/49/D1/D288/5957160,
SATPdb,https://www.oxfordjournals.org/nar/database/summary/1898,True,http://crdd.osdd.net/raghava/satpdb/,http://crdd.osdd.net/raghava/satpdb/,200,OK,,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1114,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1114,
PlantDHS,https://www.oxfordjournals.org/nar/database/summary/1899,False,http://plantdhs.org,http://plantdhs.org/,200,OK,,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/gkv962,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv962,
PlantPAN,https://www.oxfordjournals.org/nar/database/summary/1900,False,http://PlantPAN2.itps.ncku.edu.tw,http://plantpan2.itps.ncku.edu.tw/,200,OK,18 Mar 2020,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/gkv1035,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1035,
FLOR-ID,https://www.oxfordjournals.org/nar/database/summary/1902,True,http://www.phytosystems.ulg.ac.be/florid/,http://www.phytosystems.ulg.ac.be/florid/,200,OK,,Plant databases,Arabidopsis thaliana,,,,,http://dx.doi.org/10.1093/nar/gkv1054,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1054,
SureChEMBL,https://www.oxfordjournals.org/nar/database/summary/1903,True,https://www.surechembl.org/search/,https://www.surechembl.org/search/,200,OK,,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1253,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1253,
Carbohydrate Structure Database (CSDB),https://www.oxfordjournals.org/nar/database/summary/1904,False,http://csdb.glycoscience.ru/database,http://csdb.glycoscience.ru/database/,200,OK,23 Feb 2019,Structure Databases,Carbohydrates,,,,,http://dx.doi.org/10.1093/nar/gkv840,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv840,
GlyTouCan,https://www.oxfordjournals.org/nar/database/summary/1905,False,https://glytoucan.org,https://glytoucan.org/,200,OK,,Structure Databases,Carbohydrates,,,,,https://doi.org/10.1093/nar/gkaa947,https://academic.oup.com/nar/article/49/D1/D1529/5943821,
SugarBindDB,https://www.oxfordjournals.org/nar/database/summary/1906,False,http://sugarbind.expasy.org,https://sugarbind.expasy.org/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gkv1247,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1247,
MitoCarta,https://www.oxfordjournals.org/nar/database/summary/1907,,www.broadinstitute.org/mitocarta,,Invalid URL 'www.broadinstitute.org/mitocarta': No schema supplied. Perhaps you meant http://www.broadinstitute.org/mitocarta?,Invalid URL 'www.broadinstitute.org/mitocarta': No schema supplied. Perhaps you meant http://www.broadinstitute.org/mitocarta?,,Organelle databases,Mitochondrial genes and proteins,,,,,https://doi.org/10.1093/nar/gkaa1011,https://academic.oup.com/nar/article/49/D1/D1541/5974091,
MitoAge,https://www.oxfordjournals.org/nar/database/summary/1908,,http://www.mitoage.org,,"HTTPConnectionPool(host='www.mitoage.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abecd0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='www.mitoage.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abecd0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Organelle databases,Mitochondrial genes and proteins,,,,,http://dx.doi.org/10.1093/nar/gkv1187,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1187,
intOGen,https://www.oxfordjournals.org/nar/database/summary/1909,False,http://www.intogen.org/search,https://www.intogen.org/search,200,OK,,Human Genes and Diseases,Cancer gene databases,,,,,,,
DIVAS,https://www.oxfordjournals.org/nar/database/summary/1910,True,https://rvs.u.hpc.mssm.edu/divas/,https://rvs.u.hpc.mssm.edu/divas/,404,Not Found,,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/bioinformatics/btv511jtt,,
DriverDBv2,https://www.oxfordjournals.org/nar/database/summary/1911,False,http://ngs.ym.edu.tw/driverdb,http://ngs.ym.edu.tw/driverdb/,200,OK,06 Sep 2019,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1314,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1314,
T2D portal,https://www.oxfordjournals.org/nar/database/summary/1912,False,http://www.type2diabetesgenetics.org/,https://t2d.hugeamp.org/,200,OK,28 Mar 2022,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,,,
ImmuNet,https://www.oxfordjournals.org/nar/database/summary/1913,False,http://immunet.princeton.edu,http://immunet.princeton.edu/,200,OK,16 May 2022,Immunological databases,,,,,,http://dx.doi.org/10.1016/j.immuni.2015.08.014,https://linkinghub.elsevier.com/retrieve/pii/S1074761315003465,
DisGeNET,https://www.oxfordjournals.org/nar/database/summary/1914,False,http://www.disgenet.org/,https://www.disgenet.org/,200,OK,,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/database/bav028,https://academic.oup.com/database/article-lookup/doi/10.1093/database/bav028,
PlanMine,https://www.oxfordjournals.org/nar/database/summary/1872,False,http://planmine.mpi-cbg.de/,https://planmine.mpibpc.mpg.de/planmine/begin.do,200,OK,,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1148,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1148,
GETPrime,https://www.oxfordjournals.org/nar/database/summary/1916,False,http://bbcftools.epfl.ch/getprime,https://gecftools.epfl.ch/getprime,200,OK,,Plant databases,Other plants,,,,,http://dx.doi.org/10.1093/nar/1916,,
